drift_event_id,control_name,control_type,baseline_value,current_value,change_type,severity,operator_name,operator_email,approver_name,approver_email,change_date,change_reason,status,compliance_impact,is_approved_change,is_ci_cd_change,is_emergency_change,security_rule_score,rule_risk_level,recommended_remediation_commands,ml_risk_score,predicted_risk_level,ml_confidence,anomaly_score,anomaly_flag,anomaly_confidence,priority_score,priority_level,priority_reason,event_type,source,event_id,actor,approver,metadata
DRF00769,Control-82,Encryption,enabled=True,enabled=False,Rollback,High,Timothy Menon,timothy.menon@company.com,Akshay Lewis,akshay.lewis@company.com,2025-07-20 09:13:00,Emergency Fix,Drifted,PCI,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",67.95,HIGH,70.23,0.0068,False,79.07,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00932,Control-99,Vulnerability,enabled=False,enabled=True,Remove,Low,Mark Martin,mark.martin@company.com,Arjun Hwang,arjun.hwang@company.com,2025-07-20 12:34:00,Security Update,Drifted,PCI,1,0,0,0,LOW,[],60.49,MEDIUM,38.59,0.0113,False,71.84,31.95,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00593,Control-92,Endpoint,enabled=False,enabled=True,Enable,Low,Jeffrey Patel,jeffrey.patel@company.com,Riya Kang,riya.kang@company.com,2025-07-21 08:07:00,Policy Change,Drifted,GDPR,0,0,0,0,LOW,[],38.22,MEDIUM,55.63,0.022,False,54.38,21.53,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00813,Control-85,Cloud_Security,enabled=True,enabled=True,Enable,Critical,Anthony Kelly,anthony.kelly@company.com,Riya Robinson,riya.robinson@company.com,2025-07-21 13:26:00,Troubleshooting,Mitigated,NONE,0,0,0,0,LOW,[],47.53,MEDIUM,57.04,0.0343,False,34.33,21.79,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00945,Control-71,Endpoint,enabled=True,enabled=True,Remove,Info,Matthew Rao,matthew.rao@company.com,Andrew Miller,andrew.miller@company.com,2025-07-22 02:47:00,Security Update,Mitigated,PCI,1,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],46.71,MEDIUM,68.64,0.0023,False,86.45,72.82,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00868,Control-14,Data_Protection,enabled=False,enabled=True,Rollback,High,William Lopez,william.lopez@company.com,Charles Kang,charles.kang@company.com,2025-07-22 02:49:00,Policy Change,Under_Review,NONE,0,0,0,0,LOW,[],63.15,HIGH,57.93,0.0295,False,42.12,28.42,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00748,Control-69,Data_Protection,enabled=False,enabled=False,Disable,Low,Anjali Becker,anjali.becker@company.com,Fatima Patel,fatima.patel@company.com,2025-07-22 10:53:00,Troubleshooting,Mitigated,PCI,0,0,0,0,LOW,[],53.72,MEDIUM,57.63,0.0287,False,43.43,25.32,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00579,Control-81,Access_Control,enabled=True,enabled=False,Modify,Low,Elena Burke,elena.burke@company.com,Shruti Jones,shruti.jones@company.com,2025-07-23 08:40:00,Policy Change,Compliant,NIST,0,0,0,0,LOW,[],25.29,LOW,72.38,0.049,False,10.42,10.41,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00732,Control-78,Vulnerability,enabled=True,enabled=True,Disable,Critical,Nisha Guo,nisha.guo@company.com,Akshay Reilly,akshay.reilly@company.com,2025-07-23 19:09:00,Policy Change,Compliant,PCI,0,0,0,0,LOW,[],69.91,HIGH,40.91,0.0332,False,36.03,29.87,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00909,Control-20,Vulnerability,enabled=False,enabled=False,Update,Critical,Varun Fischer,varun.fischer@company.com,William Liu,william.liu@company.com,2025-07-24 08:49:00,Security Update,Compliant,ISO,1,0,0,0,LOW,[],41.88,MEDIUM,51.48,0.0425,False,20.98,17.8,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00589,Control-18,Endpoint,enabled=True,enabled=True,Disable,Low,Meera Xu,meera.xu@company.com,Riya Mishra,riya.mishra@company.com,2025-07-24 16:48:00,Policy Change,Compliant,ISO,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],43.59,MEDIUM,49.05,0.0214,False,55.34,67.06,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00750,Control-63,Firewall,enabled=True,enabled=True,Enable,Low,Stephen Chen,stephen.chen@company.com,Kenneth Reilly,kenneth.reilly@company.com,2025-07-24 18:44:00,Policy Change,Mitigated,ISO,0,0,0,0,LOW,[],22.02,LOW,79.31,0.0311,False,39.59,13.65,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00710,Control-30,Firewall,enabled=True,enabled=True,Rollback,Low,Aditya Gonzalez,aditya.gonzalez@company.com,Nadia Lewis,nadia.lewis@company.com,2025-07-24 19:06:00,Performance Tuning,Under_Review,GDPR,0,0,0,0,LOW,[],42.76,MEDIUM,72.31,0.039,False,26.68,18.97,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00538,Control-23,Firewall,enabled=False,enabled=True,Rollback,Low,Elena Fischer,elena.fischer@company.com,Michael Garcia,michael.garcia@company.com,2025-07-25 14:08:00,Performance Tuning,Drifted,CIS,0,0,0,0,LOW,[],44.74,MEDIUM,72.39,0.0499,False,8.96,17.0,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00886,Control-48,Data_Protection,enabled=True,enabled=False,Enable,Medium,Jason Reilly,jason.reilly@company.com,Richard Sun,richard.sun@company.com,2025-07-27 12:22:00,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],42.24,MEDIUM,49.59,0.0247,False,49.95,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00644,Control-54,DLP,enabled=True,enabled=True,Update,Critical,Riya O'Brien,riya.o'brien@company.com,Isha Sanchez,isha.sanchez@company.com,2025-07-28 10:03:00,Security Update,Remediated,NONE,1,0,0,0,LOW,[],36.55,MEDIUM,50.11,0.0546,False,1.22,12.98,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00575,Control-51,Cloud_Security,enabled=False,enabled=False,Enable,Medium,Timothy Sun,timothy.sun@company.com,Jacob White,jacob.white@company.com,2025-07-28 10:07:00,Security Update,Remediated,ISO,1,0,0,0,LOW,[],23.31,LOW,76.06,0.0222,False,54.06,16.27,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00541,Control-71,Cloud_Security,enabled=False,enabled=False,Remove,Medium,Larry Gonzalez,larry.gonzalez@company.com,Xiulan Perez,xiulan.perez@company.com,2025-07-28 12:32:00,Performance Tuning,Under_Review,NIST,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],70.17,HIGH,57.25,0.0426,False,20.72,71.67,HIGH,Unresolved medium-severity review floor applied,,,,,,
DRF00657,Control-94,DLP,enabled=True,enabled=True,Disable,Info,Anjali Bhat,anjali.bhat@company.com,Rajesh White,rajesh.white@company.com,2025-07-28 18:35:00,Performance Tuning,Drifted,GDPR,0,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],62.58,MEDIUM,40.97,0.0324,False,37.38,70.51,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00896,Control-88,Logging,enabled=True,enabled=True,Remove,High,Anthony Choi,anthony.choi@company.com,Maria Bhat,maria.bhat@company.com,2025-07-28 18:40:00,Security Update,Remediated,NIST,1,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",64.43,HIGH,42.02,0.0241,False,51.01,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00702,Control-14,Encryption,enabled=False,enabled=False,Disable,Low,Brian Lee,brian.lee@company.com,Nadia O'Brien,nadia.o'brien@company.com,2025-07-29 06:34:00,Troubleshooting,Under_Review,GDPR,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",67.31,HIGH,59.46,0.0114,False,71.59,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00893,Control-1,DLP,enabled=False,enabled=False,Modify,Low,Jeffrey Jang,jeffrey.jang@company.com,Robert Johnson,robert.johnson@company.com,2025-07-30 08:23:00,Troubleshooting,Under_Review,PCI,0,0,0,0,LOW,[],48.05,MEDIUM,75.76,0.0396,False,25.74,20.68,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00957,Control-72,Vulnerability,enabled=True,enabled=False,Modify,Low,Ronald Perez,ronald.perez@company.com,Xiulan O'Brien,xiulan.o'brien@company.com,2025-07-31 01:57:00,Security Update,Remediated,CIS,1,0,0,0,LOW,[],25.49,LOW,68.56,0.0222,False,54.02,17.02,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00553,Control-14,Cloud_Security,enabled=False,enabled=True,Update,Low,Andrew Jones,andrew.jones@company.com,Vikram Burke,vikram.burke@company.com,2025-08-01 05:49:00,Performance Tuning,Compliant,NONE,1,0,0,0,LOW,[],21.75,LOW,80.86,0.0183,False,60.39,16.67,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00857,Control-47,Encryption,enabled=False,enabled=False,Enable,Low,Sanjana Williams,sanjana.williams@company.com,William Chen,william.chen@company.com,2025-08-01 05:52:00,Security Update,Compliant,NONE,1,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",19.14,LOW,88.75,0.0185,False,60.08,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00670,Control-50,Logging,enabled=False,enabled=False,Rollback,Low,Kenneth Taylor,kenneth.taylor@company.com,David Schmidt,david.schmidt@company.com,2025-08-01 20:30:00,Performance Tuning,Drifted,NIST,0,0,0,0,LOW,[],46.73,MEDIUM,76.0,0.0125,False,69.87,26.84,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00565,Control-89,Data_Protection,enabled=False,enabled=False,Disable,Low,Leila Huang,leila.huang@company.com,Charles Patel,charles.patel@company.com,2025-08-02 01:00:00,Policy Change,Compliant,ISO,0,0,0,0,LOW,[],48.78,MEDIUM,56.25,-0.006,True,99.99,32.07,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00668,Control-97,Data_Protection,enabled=True,enabled=False,Disable,Low,Elena Chen,elena.chen@company.com,Stephen Muller,stephen.muller@company.com,2025-08-02 04:22:00,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],63.7,HIGH,39.55,0.0074,False,78.08,34.01,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00992,Control-67,Data_Protection,enabled=False,enabled=True,Update,High,Neha Das,neha.das@company.com,Nadia Singh,nadia.singh@company.com,2025-08-03 12:30:00,Troubleshooting,Under_Review,GDPR,0,0,0,0,LOW,[],68.13,HIGH,62.54,0.021,False,55.99,32.24,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00785,Control-27,DLP,enabled=True,enabled=False,Remove,High,Thomas Lee,thomas.lee@company.com,Mark Jones,mark.jones@company.com,2025-08-03 14:14:00,Troubleshooting,Remediated,CIS,0,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],72.27,HIGH,58.04,0.0237,False,51.58,76.03,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00781,Control-5,Network_Segmentation,enabled=False,enabled=True,Update,Low,Isha Kelly,isha.kelly@company.com,Jason Rao,jason.rao@company.com,2025-08-03 21:45:00,Performance Tuning,Compliant,CIS,0,0,0,0,LOW,[],23.1,LOW,79.21,-0.0034,True,95.8,22.45,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00767,Control-40,Endpoint,enabled=False,enabled=False,Disable,Critical,Deepika Martin,deepika.martin@company.com,Jeffrey Sun,jeffrey.sun@company.com,2025-08-03 23:51:00,Policy Change,Remediated,NONE,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],74.65,HIGH,47.12,-0.0131,True,100.0,84.63,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00787,Control-61,Network_Segmentation,enabled=False,enabled=True,Update,Critical,Kenneth Reddy,kenneth.reddy@company.com,Meera O'Brien,meera.o'brien@company.com,2025-08-04 07:39:00,Performance Tuning,Compliant,NIST,0,0,0,0,LOW,[],45.68,MEDIUM,64.57,0.03,False,41.31,22.18,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00768,Control-93,Firewall,enabled=True,enabled=True,Disable,Critical,Anthony Pillai,anthony.pillai@company.com,Mark Patel,mark.patel@company.com,2025-08-04 08:33:00,Security Update,Compliant,NIST,1,0,0,0,LOW,[],66.53,MEDIUM,33.68,0.0242,False,50.82,30.91,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00995,Control-7,Vulnerability,enabled=False,enabled=False,Update,Low,Shruti Clark,shruti.clark@company.com,Christopher Das,christopher.das@company.com,2025-08-04 21:45:00,Troubleshooting,Remediated,CIS,0,0,0,0,LOW,[],21.53,LOW,80.85,0.0161,False,63.95,17.13,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00966,Control-49,Endpoint,enabled=True,enabled=False,Enable,Medium,Joseph Anderson,joseph.anderson@company.com,William Schmidt,william.schmidt@company.com,2025-08-04 23:26:00,Troubleshooting,Remediated,NONE,0,0,0,0,LOW,[],27.38,LOW,68.63,0.0006,False,89.28,22.97,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00558,Control-79,Cloud_Security,enabled=False,enabled=False,Disable,Low,Aisha Sun,aisha.sun@company.com,Anthony Bhat,anthony.bhat@company.com,2025-08-06 03:08:00,Troubleshooting,Remediated,PCI,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],52.2,MEDIUM,63.98,-0.0024,True,94.15,76.39,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00776,Control-32,Network_Segmentation,enabled=False,enabled=True,Remove,High,Amara O'Brien,amara.o'brien@company.com,Amitabh He,amitabh.he@company.com,2025-08-06 09:08:00,Policy Change,Compliant,CIS,0,0,0,0,LOW,[],64.04,HIGH,49.56,0.0615,False,0.0,22.41,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00516,Control-97,Endpoint,enabled=True,enabled=True,Disable,Critical,Matthew Bhat,matthew.bhat@company.com,Anjali Harris,anjali.harris@company.com,2025-08-07 07:37:00,Performance Tuning,Remediated,NIST,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],76.6,HIGH,49.16,0.0222,False,54.09,78.42,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00867,Control-63,Vulnerability,enabled=True,enabled=False,Remove,Medium,Yuki Rao,yuki.rao@company.com,Zainab Hernandez,zainab.hernandez@company.com,2025-08-07 12:38:00,Troubleshooting,Under_Review,GDPR,0,0,0,0,LOW,[],61.03,HIGH,44.56,0.0398,False,25.36,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00671,Control-42,Logging,enabled=True,enabled=True,Rollback,Critical,Andrew Martin,andrew.martin@company.com,Aditya Pillai,aditya.pillai@company.com,2025-08-07 23:25:00,Performance Tuning,Compliant,PCI,0,0,0,0,LOW,[],56.0,MEDIUM,45.7,0.0012,False,88.28,32.84,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00731,Control-67,Cloud_Security,enabled=False,enabled=False,Update,High,Leila Lopez,leila.lopez@company.com,Diya Bhat,diya.bhat@company.com,2025-08-08 00:24:00,Policy Change,Drifted,GDPR,1,0,0,0,LOW,[],72.0,HIGH,69.27,0.014,False,67.4,35.31,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00563,Control-62,Cloud_Security,enabled=True,enabled=True,Rollback,High,Ronald Reilly,ronald.reilly@company.com,Anthony Jang,anthony.jang@company.com,2025-08-08 07:57:00,Emergency Fix,Remediated,ISO,0,0,1,0,LOW,[],48.5,MEDIUM,68.65,0.0222,False,54.0,25.07,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00938,Control-41,Data_Protection,enabled=True,enabled=False,Modify,Low,Anjali Wang,anjali.wang@company.com,Aditya Yang,aditya.yang@company.com,2025-08-08 13:31:00,Policy Change,Mitigated,ISO,0,0,0,0,LOW,[],36.85,MEDIUM,56.75,0.0324,False,37.39,18.51,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00905,Control-33,Logging,enabled=False,enabled=True,Update,Critical,Zainab Ghosh,zainab.ghosh@company.com,Aditya Lewis,aditya.lewis@company.com,2025-08-08 14:22:00,Troubleshooting,Mitigated,GDPR,0,0,0,0,LOW,[],52.21,MEDIUM,59.56,0.0429,False,20.24,21.31,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00967,Control-35,DLP,enabled=False,enabled=True,Update,Low,Leila Lopez,leila.lopez@company.com,Priya Hwang,priya.hwang@company.com,2025-08-08 20:03:00,Security Update,Under_Review,PCI,1,0,0,0,LOW,[],43.58,MEDIUM,71.38,0.0193,False,58.75,24.07,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00664,Control-4,Endpoint,enabled=True,enabled=True,Rollback,Critical,Thomas Robinson,thomas.robinson@company.com,Eric Ramirez,eric.ramirez@company.com,2025-08-09 00:33:00,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],68.26,HIGH,67.48,0.0131,False,68.85,34.22,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00888,Control-38,Data_Protection,enabled=False,enabled=False,Update,Info,Isha Kang,isha.kang@company.com,Leila Kumar,leila.kumar@company.com,2025-08-09 03:55:00,Policy Change,Under_Review,CIS,0,0,0,0,LOW,[],44.84,MEDIUM,60.1,0.0104,False,73.27,26.68,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00883,Control-86,Cloud_Security,enabled=False,enabled=True,Rollback,Medium,Jonathan Moore,jonathan.moore@company.com,Vikram Patel,vikram.patel@company.com,2025-08-09 18:33:00,Troubleshooting,Compliant,PCI,0,0,0,0,LOW,[],43.72,MEDIUM,52.53,0.016,False,64.2,24.93,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00777,Control-72,Vulnerability,enabled=False,enabled=True,Enable,High,Steven Guo,steven.guo@company.com,Pooja Wagner,pooja.wagner@company.com,2025-08-09 23:36:00,Emergency Fix,Compliant,ISO,0,0,1,0,LOW,[],46.42,MEDIUM,66.63,-0.0218,True,100.0,31.25,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00607,Control-40,Access_Control,enabled=False,enabled=False,Rollback,Medium,Larry Becker,larry.becker@company.com,Rohan Ramirez,rohan.ramirez@company.com,2025-08-10 13:27:00,Troubleshooting,Mitigated,ISO,0,0,0,0,LOW,[],49.63,MEDIUM,67.88,0.0089,False,75.76,28.73,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00606,Control-76,Encryption,enabled=False,enabled=True,Modify,Low,David Harris,david.harris@company.com,Deepika Martinez,deepika.martinez@company.com,2025-08-12 11:12:00,Emergency Fix,Under_Review,CIS,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",47.57,MEDIUM,71.27,0.0398,False,25.42,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00623,Control-19,Vulnerability,enabled=False,enabled=True,Enable,Critical,Nikhil Guo,nikhil.guo@company.com,Rohan Jang,rohan.jang@company.com,2025-08-12 14:04:00,Performance Tuning,Mitigated,NIST,0,0,0,0,LOW,[],49.76,MEDIUM,63.3,0.0414,False,22.71,20.82,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00525,Control-48,DLP,enabled=True,enabled=False,Rollback,Medium,Aditya O'Brien,aditya.o'brien@company.com,Eric Brown,eric.brown@company.com,2025-08-12 14:29:00,Emergency Fix,Mitigated,ISO,0,0,1,0,LOW,[],45.75,MEDIUM,61.85,0.0228,False,53.03,23.97,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00641,Control-8,Firewall,enabled=False,enabled=False,Update,Low,Rajesh White,rajesh.white@company.com,Joseph Williams,joseph.williams@company.com,2025-08-13 12:42:00,Policy Change,Drifted,NIST,0,0,0,0,LOW,[],44.38,MEDIUM,70.42,0.0562,False,0.0,15.53,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00982,Control-35,Cloud_Security,enabled=True,enabled=False,Remove,Medium,Rajesh Quinn,rajesh.quinn@company.com,Brian Connor,brian.connor@company.com,2025-08-13 20:31:00,Performance Tuning,Compliant,GDPR,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],59.94,HIGH,50.76,0.0145,False,66.62,74.97,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00981,Control-40,Access_Control,enabled=True,enabled=True,Rollback,Info,Rajesh Hwang,rajesh.hwang@company.com,Fatima Jackson,fatima.jackson@company.com,2025-08-13 22:57:00,Security Update,Under_Review,CIS,1,0,0,0,LOW,[],44.05,MEDIUM,73.2,0.0162,False,63.88,25.0,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00926,Control-75,Firewall,enabled=False,enabled=True,Remove,Low,Timothy Ghosh,timothy.ghosh@company.com,Ronald Davis,ronald.davis@company.com,2025-08-14 03:07:00,Policy Change,Drifted,NONE,0,0,0,0,LOW,[],64.54,HIGH,53.4,0.0211,False,55.8,30.96,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00990,Control-92,Logging,enabled=False,enabled=False,Enable,Medium,James Jang,james.jang@company.com,George Brown,george.brown@company.com,2025-08-14 21:52:00,Emergency Fix,Compliant,CIS,0,0,1,0,LOW,[],35.27,MEDIUM,54.58,0.0068,False,79.06,24.2,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00874,Control-67,Data_Protection,enabled=True,enabled=False,Disable,High,Meera Kumar,meera.kumar@company.com,Steven Meyer,steven.meyer@company.com,2025-08-15 00:12:00,Emergency Fix,Remediated,GDPR,0,0,1,0,LOW,[],75.76,HIGH,54.44,0.0078,False,77.56,38.15,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00860,Control-58,Access_Control,enabled=True,enabled=False,Rollback,Info,Ronald Bhat,ronald.bhat@company.com,Rohan Rao,rohan.rao@company.com,2025-08-15 15:20:00,Emergency Fix,Remediated,NONE,0,0,1,0,LOW,[],20.54,LOW,84.21,0.0432,False,19.86,10.17,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00976,Control-61,Firewall,enabled=True,enabled=True,Disable,Critical,Rajesh Jo,rajesh.jo@company.com,Sofia Gonzalez,sofia.gonzalez@company.com,2025-08-16 05:11:00,Troubleshooting,Compliant,NONE,0,0,0,0,LOW,[],73.61,HIGH,48.7,0.0188,False,59.6,34.7,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00539,Control-39,Network_Segmentation,enabled=True,enabled=True,Remove,Low,Daniel Xu,daniel.xu@company.com,Kenneth Li,kenneth.li@company.com,2025-08-17 04:36:00,Policy Change,Drifted,GDPR,0,0,0,0,LOW,[],68.57,HIGH,47.03,-0.0118,True,100.0,39.0,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00549,Control-80,Logging,enabled=False,enabled=True,Modify,Low,Amara Iyer,amara.iyer@company.com,Harsh Perez,harsh.perez@company.com,2025-08-17 04:43:00,Emergency Fix,Remediated,NONE,0,0,1,0,LOW,[],31.56,LOW,55.14,-0.012,True,100.0,26.05,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00576,Control-8,Network_Segmentation,enabled=False,enabled=False,Disable,High,Maria Verma,maria.verma@company.com,Sofia O'Brien,sofia.o'brien@company.com,2025-08-17 13:01:00,Emergency Fix,Mitigated,NIST,0,0,1,0,LOW,[],72.8,HIGH,57.83,0.0127,False,69.46,35.9,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00826,Control-45,Cloud_Security,enabled=False,enabled=True,Remove,Info,Thomas Lopez,thomas.lopez@company.com,Amitabh Jang,amitabh.jang@company.com,2025-08-18 12:10:00,Performance Tuning,Remediated,PCI,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],42.67,LOW,37.55,0.029,False,42.93,65.37,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00695,Control-99,Firewall,enabled=True,enabled=True,Remove,High,Vikram Becker,vikram.becker@company.com,Akshay Young,akshay.young@company.com,2025-08-18 19:25:00,Security Update,Under_Review,ISO,1,0,0,0,LOW,[],83.0,CRITICAL,56.39,0.0242,False,50.85,36.68,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00523,Control-46,DLP,enabled=False,enabled=True,Disable,Medium,Ryan Jang,ryan.jang@company.com,Vikram Muller,vikram.muller@company.com,2025-08-18 20:03:00,Performance Tuning,Under_Review,PCI,0,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],73.0,HIGH,57.95,-0.0008,True,91.43,82.26,HIGH,Unresolved medium-severity review floor applied,,,,,,
DRF00983,Control-47,Logging,enabled=True,enabled=True,Enable,Medium,Thomas Sanchez,thomas.sanchez@company.com,Riya Xu,riya.xu@company.com,2025-08-20 04:04:00,Troubleshooting,Drifted,NIST,0,0,0,0,LOW,[],47.77,MEDIUM,69.61,0.0073,False,78.3,28.46,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00630,Control-2,Access_Control,enabled=False,enabled=True,Enable,High,Neha Hernandez,neha.hernandez@company.com,Nicholas Nair,nicholas.nair@company.com,2025-08-20 13:26:00,Emergency Fix,Mitigated,GDPR,0,0,1,0,LOW,[],46.8,MEDIUM,68.27,0.0215,False,55.15,24.65,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00569,Control-92,Data_Protection,enabled=True,enabled=True,Rollback,High,Eric Chen,eric.chen@company.com,Mark Robinson,mark.robinson@company.com,2025-08-20 14:29:00,Troubleshooting,Drifted,NONE,0,0,0,0,LOW,[],66.76,HIGH,69.02,0.0409,False,23.6,26.91,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00907,Control-12,Data_Protection,enabled=False,enabled=True,Update,Medium,Pooja Jang,pooja.jang@company.com,Sanjana Das,sanjana.das@company.com,2025-08-21 05:45:00,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],44.78,MEDIUM,58.96,0.0306,False,40.31,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
